Timestamp start: 1747179599810
Timestamp end: 1747180440059

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      214.6   130.4    59.1   101.3   111.2   185.6   233.7   264.1   285.6   310.6   341.7   389.9   583.2  1602.5  2505.3 110730.6   110667
read      195.1    89.4    68.9   108.4   121.2   188.0   210.5   222.7   231.7   243.2   258.4   283.7   408.9  1269.7  3652.6   8840.8     8803
read      263.8   163.8    63.8   101.2   112.9   240.7   301.6   334.2   356.5   381.2   412.2   465.2   886.6  1672.6  2651.8  45616.6    45662
read      249.6   143.2    68.9   103.1   115.9   235.0   285.0   310.4   328.0   348.1   373.7   419.6   685.0  1537.4  3868.7  30836.6    30867
read      260.1   163.9    63.8    99.7   111.6   236.8   295.6   327.4   349.1   373.7   404.0   460.3   924.3  1679.3  2432.0  45715.2    45656
read      257.6   302.3    63.8   101.1   111.9   198.0   253.5   286.9   312.4   344.0   390.3   500.5  1448.0  3485.4  8371.7 100571.6   100938
read      208.5   125.4    59.1   103.0   113.4   182.4   224.7   251.8   271.8   295.3   325.0   369.7   524.6  1651.2  2494.6 132465.0   132360
read      251.0   161.2    63.8    98.4   109.0   221.3   287.1   322.6   347.8   377.0   412.7   468.0   830.0  1728.4  3069.0  67632.8    67591
read      238.5   114.9    59.1   101.7   114.5   228.8   276.6   301.0   317.5   336.1   359.0   394.1   534.9  1273.3  1995.9  33960.8    33910
read      278.4   260.7    63.8   101.1   112.4   216.9   294.6   343.1   376.7   413.6   461.3   545.2  1479.2  2885.1  7021.6  85655.2    85729
read      199.9    76.3    68.9   105.1   118.9   194.4   220.6   233.7   244.0   255.5   271.5   297.0   413.4  1000.0  1298.3  12851.6    12884
read      250.9   143.1    68.9    99.3   111.3   232.8   289.8   319.4   339.9   363.3   392.1   434.6   741.5  1472.6  2689.8  45465.0    45621
read      241.8   118.0    63.8   101.1   113.5   229.7   280.8   307.2   324.8   344.6   369.1   406.2   584.8  1301.1  1802.8  37098.6    36938
read      256.9   159.8    63.8    98.8   109.9   231.3   295.0   329.4   353.3   380.0   413.0   465.7   863.1  1693.6  2525.6  56768.6    56902
read      229.8   178.9    63.8    99.3   109.6   188.8   241.7   274.5   298.6   328.4   369.0   450.0   847.9  2138.8  3560.2 102046.0   102243
read      204.7    72.6    74.4   107.2   121.1   201.6   227.5   241.1   251.0   263.3   278.6   305.4   391.6   858.4  1158.8  14020.6    14085
read      290.8   292.4    59.1   103.6   115.4   215.7   294.6   351.2   390.9   435.0   494.0   604.6  1546.9  3271.8  7536.9  93904.4    94103
read      253.4   167.7    63.8    98.1   109.1   228.4   291.7   326.0   349.7   375.8   407.1   456.6   787.6  1809.1  4000.0  58170.2    58175
read      245.3   244.4    63.8   111.8   124.6   203.3   248.2   274.5   294.4   317.6   348.2   402.9  1413.5  3351.9  6127.1 151583.8   151312
read      253.6   178.4    63.8    99.6   110.3   210.3   281.9   325.0   355.4   389.4   430.5   500.2   924.8  1871.4  3121.7  83379.0    83333
read      245.1   215.8    63.8   119.5   133.8   213.6   255.3   280.5   299.1   321.2   350.8   399.8   729.3  3327.5  6989.2 165238.2   165153
read      209.8   123.7    59.1   102.6   112.6   182.4   226.3   254.4   275.0   299.3   330.0   375.1   555.1  1561.3  2578.3 124343.8   123975
read      232.1   109.5    63.8   104.4   117.2   224.7   266.9   288.2   302.6   318.6   340.1   372.8   492.9  1214.2  3069.2  28420.6    28449
read      205.1    79.8    68.9   106.9   120.4   200.5   227.6   242.2   252.5   265.2   280.8   307.6   390.2  1091.1  1591.1  14883.2    14903
read      235.4   113.1    68.9   102.5   115.5   226.5   271.4   294.1   309.8   327.2   349.1   384.9   521.3  1310.1  2264.5  31264.2    31189
read      244.0   131.9    63.8   100.4   112.5   228.8   282.0   309.8   328.8   349.2   374.1   414.9   629.3  1530.7  2485.6  40661.0    40636
read      270.4   236.3    63.8   100.4   111.5   219.5   294.1   338.1   368.2   400.5   441.2   511.8  1308.9  2678.4  4442.9  80446.8    80574
read      264.6   234.7    68.9   126.3   142.0   228.2   271.7   297.1   316.3   339.7   370.8   427.1  1352.7  3329.1  6284.3 168739.0   168820
read      227.9   162.2    54.7   115.1   128.7   203.1   241.9   265.5   282.9   303.9   331.7   375.4   576.3  2328.4  4686.3 162782.8   162621
read      208.2   106.3    63.8    98.5   108.1   183.3   233.0   263.3   284.2   308.2   337.9   381.9   492.3  1116.1  1786.8 101500.2   101621
read      254.1   164.1    63.8    98.2   109.1   227.6   291.2   325.2   349.0   376.0   409.2   462.5   858.2  1708.5  2839.6  58577.2    58592
read      249.7   246.9    63.8   112.9   126.4   207.7   253.6   280.7   300.5   324.0   355.9   412.5  1407.1  3386.9  6255.9 153146.6   153042
read      211.6   173.2    63.8   100.0   110.1   182.9   229.6   259.0   280.3   305.1   336.1   383.5   562.9  1602.6 10581.4 112395.0   112238
read      225.9   147.6    68.9   114.9   128.3   202.0   241.1   264.8   282.1   303.4   331.7   377.6   559.0  2047.9  3876.0 160140.4   160265
read      249.1   152.3    59.1    99.0   109.9   226.5   286.8   319.1   341.9   368.0   399.1   448.3   726.9  1691.8  3286.7  57148.6    57109
read      274.9   237.1    63.8   101.6   112.7   214.0   293.2   345.2   380.5   418.9   468.1   551.6  1334.2  2542.3  5569.6  88584.8    88551
read      183.2    72.0    74.4   103.9   116.6   178.0   198.1   209.4   217.1   227.8   241.6   266.7   373.6  1009.7  1995.8   8346.6     8385
read      239.7   118.3    63.8   103.1   115.9   229.2   278.0   302.4   318.7   337.8   361.2   396.6   541.7  1241.5  2283.9  34087.4    34088
read      274.9   331.3    63.8   103.4   114.6   201.0   254.8   286.1   308.9   336.9   377.6   609.4  1615.6  3467.0  7771.3 113492.6   113600
read      214.4   142.2    59.1   105.0   115.7   186.0   228.7   255.6   275.5   299.3   329.5   374.4   621.7  1816.2  3356.0 131968.4   131842
read      211.5   126.5    63.8   100.4   110.4   183.4   230.4   259.8   281.0   306.0   337.0   384.3   576.6  1468.7  3228.3 112161.2   112066
read      246.0   168.5    63.8    99.1   109.8   214.6   277.6   312.6   337.7   366.9   403.2   463.9   785.8  1590.0  5520.7  72730.0    72585
read      232.5   230.8    63.8   103.6   114.6   189.0   234.2   262.4   282.6   306.5   337.7   393.5  1385.1  2977.3  5518.6 133748.8   133669
read      198.2   101.1    68.9   106.9   120.6   192.7   215.7   228.3   236.8   249.3   265.2   291.0   383.0  1202.4  3855.3  11736.4    11820
read      201.4    96.5    68.9   107.5   120.7   197.1   221.7   234.3   244.3   255.1   270.6   293.7   374.1  1062.1  2550.5  12645.8    12639
read      238.9   247.6    63.8   100.9   111.5   189.0   237.3   267.0   288.4   313.6   347.0   414.7  1431.0  2852.0  6993.9 118120.2   118548
read      223.3   151.7    63.8   114.7   128.3   201.7   239.9   263.1   279.9   300.3   327.6   371.7   520.4  1784.6  3469.8 165948.4   165754
read      262.4   237.6    63.8    99.2   110.2   207.7   278.3   322.1   354.2   390.4   435.0   518.9  1230.5  2821.3  7030.0  86833.0    86823
read      211.8    84.9    68.9   107.3   120.7   208.3   237.3   253.0   264.3   276.4   293.5   319.0   399.6   902.2  1980.3  16998.8    16898
read      258.3   291.7    63.8   103.3   114.4   196.6   247.6   277.2   299.0   325.4   363.3   460.8  1554.1  3403.8  7442.2 123171.8   123124
read      253.4   181.8    63.8    97.9   108.5   218.2   285.8   322.8   349.5   380.1   417.6   476.6   933.8  2077.1  3527.8  72280.8    72278
read      246.0   146.1    63.8    98.7   110.2   227.6   284.1   313.9   334.4   357.6   385.6   427.3   664.9  1648.2  3170.5  47722.0    47757
read      256.6   397.0    63.8    96.9   107.4   224.9   287.3   321.2   345.0   372.1   404.3   457.9   816.2  2381.7 28219.3  60498.0    60510
read      226.3   124.0    63.8   101.7   114.6   218.2   256.7   276.2   290.6   307.3   328.7   364.2   493.0  1380.0  3964.9  25198.4    25237
read      280.4   242.9    63.8   103.3   115.1   211.2   288.6   346.6   386.9   431.5   491.5   595.9  1361.0  2522.3  4012.9  97946.4    97783
read      217.4   197.4    63.8   100.2   110.5   183.0   228.8   257.4   278.3   303.1   334.3   383.5   714.8  3001.3  6860.6 118908.4   118966
read      211.2    93.9    68.9   106.1   119.9   207.1   234.8   250.3   261.4   273.7   291.3   318.4   403.9  1036.2  2892.7  16708.2    16631
read      198.5    94.8    74.4   105.9   119.4   193.7   217.2   230.3   239.6   251.2   266.7   291.2   389.1  1064.4  3837.8  11753.2    11743
read      250.1   269.6    63.8   101.8   112.4   193.3   243.0   272.7   294.8   321.7   361.5   463.3  1462.2  3250.6  7284.9 115017.0   115026
read      212.9   138.0    63.8   101.7   111.7   183.1   228.5   256.8   277.6   302.1   333.1   381.4   674.0  1687.2  2554.1 122543.0   122371
read      180.4    85.3    74.4   105.8   116.6   174.4   193.9   204.5   212.9   222.6   235.1   260.9   359.0  1022.5  2712.7   7137.6     7198
read      227.2   104.6    68.9   103.8   117.0   221.2   259.2   278.1   291.7   307.7   327.6   360.5   468.9  1269.1  2529.6  25047.6    25022
read      243.8   230.7    63.8   113.0   126.1   204.9   249.7   275.9   295.5   318.5   349.3   402.7  1313.0  3342.0  5244.0 157519.4   157513
read      230.1   133.0    63.8   119.1   133.2   209.6   247.9   270.4   287.5   308.2   335.8   381.4   536.0  1770.7  3415.7 171869.4   171975
read      218.0   136.8    63.8   110.8   122.5   193.5   232.8   257.3   275.2   296.9   325.4   370.6   537.6  1838.1  3423.9 154902.4   154918
read      210.8   132.3    63.8   104.8   115.4   184.7   226.1   252.1   271.3   294.1   322.5   368.1   547.9  1636.4  3318.4 139295.2   139185
read      214.3   122.6    63.8   110.3   121.6   191.2   230.5   255.0   273.4   295.4   323.1   368.3   512.3  1517.1  2990.4 153036.2   152724
read      217.1    92.8    68.9   103.9   116.9   211.9   244.1   261.6   273.3   288.1   306.8   338.5   450.6  1118.1  1970.6  20878.2    20845
read      253.9   302.4    63.8   108.0   119.8   199.9   247.4   274.6   294.5   317.7   349.2   411.8  1541.1  3484.4  7650.0 140340.0   140348
read      257.8   220.3    63.8    99.8   110.5   207.3   275.9   318.6   348.9   384.2   427.4   503.9  1195.5  2595.9  3905.1  88351.4    88725
read      226.0   200.6    63.8   104.5   115.3   188.1   233.0   260.8   280.7   304.3   334.6   386.1  1226.9  2830.1  4987.0 133982.8   134088
read      249.9   167.2    63.8    98.5   109.0   221.6   284.1   318.1   342.5   370.7   403.9   460.5   819.1  1929.1  2931.9  66197.0    66126
read      259.4   186.7    63.8    99.0   109.8   218.7   291.2   332.4   360.9   392.9   431.8   501.1   992.7  1946.8  2927.2  78273.6    78214
read      249.9   148.8    63.8    98.2   109.0   228.9   288.6   320.2   342.6   367.6   397.9   446.6   760.2  1579.2  2285.3  55251.0    55191
read      248.9   169.4    63.8    98.0   108.5   227.7   285.6   317.0   338.8   363.6   394.3   440.4   730.5  1756.7  5811.3  53912.0    54081
read      242.2   238.9    63.8   101.6   111.9   191.2   240.6   270.8   292.8   318.9   357.0   455.2  1345.0  2603.1  6382.4 112507.6   112478
read      254.7   142.8    63.8   132.7   149.4   233.3   272.5   295.8   313.9   336.3   367.2   422.2   604.2  1818.2  3459.1 179739.4   179666
read      209.0   112.2    63.8    99.4   109.0   183.9   234.7   265.0   285.4   308.4   336.8   378.8   492.9  1160.3  2710.3 100654.6   100584
read      212.2   127.3    63.8   104.0   114.4   185.5   229.8   257.4   277.4   300.8   330.3   374.4   567.8  1466.8  2762.9 127993.4   127920
read      180.0   116.6    63.8   105.5   115.9   171.6   190.5   201.2   210.0   219.5   233.0   258.8   400.1  1341.3  4634.8   6650.2     6594
read      227.9   103.7    68.9   104.5   117.3   220.7   258.1   278.3   292.9   310.5   332.9   368.7   481.5  1078.1  2488.5  24881.0    25020
read      271.9   319.6    68.9   107.1   119.0   205.4   258.8   288.8   310.5   336.9   374.2   488.2  1609.4  3445.8  8018.1 129678.0   129587
read      209.9   179.1    68.9   108.7   120.8   190.8   215.0   228.9   239.0   252.5   271.6   309.8   820.4  2475.3  7753.0  10247.8    10277
read      314.5   371.5    63.8   119.5   136.0   237.9   291.0   319.8   341.9   370.1   415.4   622.7  1903.2  3992.7  7783.0 147959.6   148458
read      272.1   300.3    63.8    98.9   109.7   223.4   286.7   322.2   348.7   380.8   422.2   505.3  1267.8  3955.2  7470.2  66024.4    66114
read      257.1   337.6    63.8    99.0   110.0   232.8   290.8   321.5   343.2   367.7   397.5   446.2   767.0  1691.0 21063.7  49063.0    49261
read      255.0   296.8    68.9   106.4   117.9   199.0   249.0   278.4   299.3   324.0   358.5   427.0  1571.4  3485.7  7838.4 132879.2   133049
read      209.2   159.9    63.8    99.0   108.6   181.6   230.2   260.5   281.5   305.6   335.1   379.4   537.7  1274.0  9578.8 106876.4   106628
read      232.0   259.5    63.8   103.3   116.0   219.3   257.0   276.6   291.1   308.1   330.0   365.6   489.4  1350.7 11526.8  23521.6    23498
read      240.4   226.2    63.8   101.0   111.2   192.6   245.9   277.8   302.1   332.4   376.3   482.7  1098.4  2667.9  7249.0 103674.2   103564
read      209.4    88.7    68.9   113.5   125.7   192.9   229.3   251.7   268.8   289.2   314.9   353.3   434.2   721.0  1809.1 162015.4   161774
read      212.3   107.2    63.8   104.9   116.5   211.8   244.3   261.0   272.0   285.6   302.1   328.9   390.8   516.0  4358.8  38836.0    39037
read      211.3    97.9    63.8   114.4   126.8   194.5   230.8   253.3   270.6   291.1   316.9   356.7   444.0   732.5  2385.2 163304.6   163622
read      200.6   193.7    63.8   103.2   113.0   179.2   221.2   247.8   267.2   288.6   313.8   348.7   420.3   569.3 11179.9 132368.8   132405
read      198.7    83.2    63.8   103.0   112.8   179.5   221.2   247.8   267.1   288.3   313.2   346.8   417.9   561.7  1355.4 131405.2   131596
read      222.8    88.1    68.9   121.7   135.5   207.3   242.9   264.9   281.1   300.9   327.4   369.8   479.4   824.7  1804.9 174360.2   174543
read      203.5    89.7    63.8    98.4   108.1   187.3   238.3   263.8   280.1   297.5   319.1   351.3   419.1   531.3   940.6  90402.2    90567
read      199.1   100.1    63.8   100.5   110.1   179.2   225.5   253.2   272.0   292.3   315.9   349.1   417.0   535.3  1515.7 116761.4   116582
read      188.1    53.9    68.9   111.5   124.0   186.2   206.0   217.1   225.6   234.5   248.3   269.3   322.0   526.8  1341.6  13818.4    13888
read      197.4    83.0    63.8    99.9   109.6   178.2   223.2   250.3   269.3   289.9   314.0   347.3   414.9   524.0  1292.1 119162.8   119224
read      205.0    90.3    63.8   110.7   121.9   187.9   224.7   247.7   265.1   285.6   311.3   347.4   427.5   666.7  1558.4 156645.4   156471
read      213.5    92.3    68.9   116.1   128.7   196.5   232.8   255.7   272.8   293.6   319.7   360.9   452.3   758.5  1963.9 163733.2   164013
read      212.2    78.2    68.9   103.7   115.0   211.2   245.5   263.3   274.9   289.9   308.5   337.1   398.3   505.2  1919.4  42008.4    41909
read      201.9    87.9    63.8   103.0   113.0   182.1   225.5   252.5   271.7   292.9   318.3   356.5   434.8   627.1  1369.8 128235.0   128280
read      200.2    85.8    63.8    99.3   108.9   181.4   229.8   257.6   275.4   295.0   317.8   350.9   416.9   534.3  1087.2 107233.6   107066
read      213.0    92.5    63.8   103.5   115.0   212.1   248.1   265.8   277.5   291.7   309.8   337.2   397.3   511.8  2267.2  46165.2    46119
read      180.4    58.5    74.4   111.2   122.4   177.7   196.2   206.3   214.1   223.3   234.6   254.5   310.2   541.1  2460.2  10222.6    10227
read      182.0    55.7    74.4   111.3   122.9   180.0   198.3   208.9   216.1   225.7   236.6   258.7   310.6   516.4  2301.2  10846.6    10870
read      202.1    89.9    63.8   106.9   117.6   183.8   222.5   246.9   265.2   286.4   312.2   347.8   425.4   676.2  2259.6 146447.0   146664
read      197.2    69.5    68.9   109.9   122.7   196.1   218.8   231.2   240.2   251.3   266.2   289.3   341.2   467.7  2638.6  19872.6    19865
read      197.7    85.3    63.8    98.8   108.4   178.5   225.4   252.6   271.0   291.0   314.6   347.4   415.0   524.6  1046.0 113367.8   113409
read      208.8    89.9    63.8    99.2   109.4   200.0   247.0   268.6   283.1   298.9   318.8   348.2   410.2   511.5  1739.6  70717.0    70623
read      213.4   214.7    59.1   101.5   112.2   208.2   246.3   264.8   277.1   292.2   311.3   340.2   404.0   542.7 13483.5  52836.6    52633
read      199.1    84.1    63.8    98.1   107.6   180.9   229.4   256.4   273.7   292.8   315.5   348.2   417.3   538.6  1231.5 104751.8   104630
read      210.6    78.8    63.8   103.7   115.0   210.7   244.3   261.3   272.5   286.5   303.5   330.0   390.4   494.4  2083.4  42572.0    42594
read      202.7    86.5    63.8    98.3   107.9   185.9   235.5   262.0   278.8   297.1   319.4   353.1   421.1   537.8  1343.1  95131.6    95196
read      211.8    80.2    63.8   101.8   112.6   209.8   248.0   266.9   279.8   294.7   313.9   342.3   402.3   503.2   799.6  52307.6    52243
read      212.5    73.7    63.8   106.3   118.2   212.5   244.2   260.6   271.8   285.4   301.7   328.6   391.1   504.7  1110.1  37118.0    37031
read      215.5   205.6    63.8   104.7   116.4   211.9   244.4   261.3   272.5   286.8   304.4   331.9   399.8   567.0 11381.9  39790.6    39878
read      199.3    85.4    63.8    99.0   108.7   180.2   227.8   255.0   273.2   293.2   316.9   350.9   419.7   541.3  1016.5 110571.6   110750
read      174.9    55.4    68.9   109.0   119.5   172.7   189.8   199.4   206.7   215.3   227.4   247.4   295.8   525.7  2024.2   8166.8     8231
read      210.8    98.5    63.8    99.6   110.2   204.7   248.3   268.9   283.1   298.7   318.6   347.2   411.0   517.9  2144.9  63401.8    63638

