Timestamp start: 1747180480246
Timestamp end: 1747181320512

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      340.9   241.0    68.9   139.3   161.7   290.4   347.1   389.7   428.8   494.8   596.2   706.7   926.7  3070.1  6195.8 179234.8   179090
read      266.4   226.7    63.8   102.1   114.2   233.7   291.1   323.0   346.7   375.1   412.8   481.3  1052.7  2276.5  7885.9  47242.6    47130
read      232.4   108.3    68.9   105.7   118.8   224.2   260.3   279.2   292.9   309.6   332.0   371.9   546.0  1268.8  1703.4  19295.2    19439
read      295.7   346.9    63.8   110.6   124.5   228.1   283.5   316.2   342.2   377.7   436.2   591.7  1816.5  3721.7  7833.3 128753.4   128963
read      240.1   164.8    63.8   104.5   117.1   225.0   264.0   284.8   299.1   316.9   340.9   381.9   754.0  1929.4  6048.6  23792.6    23787
read      304.9   316.2    63.8   100.0   111.6   246.6   316.6   357.4   387.2   421.7   470.8   585.1  1779.0  3407.6  7798.0  61794.8    61848
read      307.5   409.7    59.1   103.3   115.4   218.9   274.2   306.9   332.4   367.1   426.0   741.7  2098.8  4204.5  7931.5 101833.4   101968
read      222.5   143.4    63.8   101.3   111.7   192.7   243.3   272.0   292.6   316.4   346.9   401.3   741.3  1553.6  3795.5 108760.6   108767
read      393.8   517.9    63.8   108.6   123.8   246.0   311.7   358.7   401.9   470.5   764.7  1488.0  2620.5  5170.7  8116.4  97223.0    97139
read      342.3   286.6    63.8   127.8   148.0   286.2   354.5   400.5   445.1   510.4   592.4   690.5  1304.2  3603.0  7603.8 158518.6   158594
read      261.5   192.3    68.9   112.4   126.5   223.7   278.8   310.4   334.3   365.0   411.3   508.7   877.1  2298.4  4657.6 141205.6   141240
read      236.8   227.8    63.8   101.6   113.0   219.2   259.9   282.5   299.0   319.6   348.4   398.9   665.2  2069.5 11028.2  41316.2    41405
read      264.5   266.3    63.8   100.1   111.3   229.6   286.7   317.8   341.5   371.0   410.8   481.0  1111.6  3077.0 10568.6  57843.4    57997
read      287.0   318.0    63.8   110.4   124.1   229.7   287.2   320.0   346.7   383.8   439.9   561.1  1609.0  3446.4 11177.8 133481.8   133577
read      267.9   182.8    63.8    99.5   110.9   240.4   301.7   335.7   361.0   390.6   427.4   495.1  1005.8  1930.1  3187.3  53873.0    53832
read      300.5   270.8    63.8   114.4   129.9   247.3   309.7   347.2   379.4   424.0   488.7   593.6  1521.4  3350.7  7291.4 140066.0   139832
read      330.6   229.0    68.9   122.9   140.8   278.2   356.3   410.6   463.5   527.6   595.9   680.4   876.6  2340.5  5389.7 170236.4   170515
read      294.7   193.7    63.8   113.2   129.0   253.3   320.9   365.6   402.9   452.5   511.4   591.9   808.7  2063.8  3327.5 128514.0   128494
read      224.6   115.7    68.9   103.1   115.3   215.5   250.5   269.0   282.4   297.6   318.4   355.3   551.7  1399.2  3335.5  20802.0    20789
read      310.3   396.2    63.8   100.8   112.7   247.2   318.7   359.8   389.6   423.9   471.9   579.5  1813.2  4399.4 11706.6  63344.2    63647
read      296.0   286.2    63.8   100.0   111.8   243.1   315.5   357.3   387.8   422.9   472.2   564.1  1632.0  3179.5  7494.0  64877.0    64802
read      281.8   229.0    63.8    99.3   111.0   246.1   310.4   346.4   372.6   402.2   440.5   515.2  1294.0  2526.2  4293.3  55665.2    55719
read      348.6   279.7    68.9   131.1   151.2   289.8   365.1   419.4   466.5   525.5   594.7   690.7  1416.6  3394.4  7598.4 174333.2   174179
read      248.9   170.9    68.9   108.1   121.1   220.0   269.6   297.2   318.1   344.9   385.7   466.4   741.5  2061.4  5175.9 106348.2   106356
read      324.9   224.7    68.9   129.0   147.3   273.4   343.0   391.8   436.7   500.1   574.7   668.0   871.5  2444.5  4746.6 178816.6   178750
read      246.2   180.4    68.9   106.7   119.6   215.5   264.9   292.3   313.0   339.0   375.5   453.0   822.3  2049.7  5404.3 105924.2   105831
read      223.7   154.7    63.8   101.9   112.4   194.6   244.6   273.0   293.4   316.6   345.7   395.0   658.7  1949.9  3303.3 110740.6   110667
read      203.0   280.5    74.4   109.1   120.4   188.1   210.3   222.7   232.0   244.0   259.9   287.6   458.6  3964.9 11178.5   8812.2     8803
read      272.8   199.0    63.8   100.7   112.5   246.2   303.0   334.3   356.8   383.1   417.0   483.2  1097.4  2145.2  3983.5  45504.4    45662
read      247.2   131.9    63.8   103.7   116.2   236.6   281.2   304.0   319.4   338.7   363.8   403.8   682.7  1470.3  2556.7  30862.0    30867
read      254.1   161.7    63.8    99.2   110.7   236.2   289.1   317.5   338.0   361.9   391.4   436.3   785.3  1797.5  3696.7  45451.6    45656
read      273.2   285.6    63.8   101.4   112.8   206.8   261.3   292.4   316.2   346.1   398.0   692.4  1547.7  3022.7  7034.8 101120.6   100938
read      226.0   148.8    63.8   106.2   117.9   198.2   245.7   273.1   292.8   315.7   344.9   394.9   654.3  1820.2  3825.5 132646.2   132360
read      264.4   209.8    63.8    98.8   110.0   230.2   295.8   332.8   359.6   390.7   429.4   498.4  1002.4  2106.4  7454.3  67578.4    67591
read      239.5   116.3    63.8   100.4   112.9   231.0   275.5   298.9   315.2   334.2   358.3   396.4   537.4  1419.8  1823.5  33837.6    33910
read      295.9   258.1    63.8   103.5   116.2   231.8   313.6   367.9   404.6   448.1   507.7   618.7  1387.4  2597.5  6984.3  85572.4    85729
read      198.0    75.7    68.9   105.1   117.4   193.5   217.9   231.2   241.1   253.0   269.8   295.9   397.2  1027.9  1591.5  12847.8    12884
read      254.4   157.7    63.8    98.9   110.5   236.7   290.8   319.2   339.4   362.6   391.6   436.5   780.8  1729.3  3149.2  45326.2    45621
read      244.7   145.1    63.8   100.1   112.2   232.0   279.8   304.9   321.3   341.4   367.3   406.5   649.6  1621.6  4128.4  36859.6    36938
read      258.5   156.6    63.8    98.4   109.7   238.3   299.2   331.8   354.8   380.9   413.0   466.0   767.8  1714.7  2738.5  56852.8    56902
read      281.9   354.1    63.8   102.4   114.0   208.9   263.0   294.0   316.8   345.0   389.4   583.7  1736.4  3729.1  7868.4 102255.4   102243
read      202.4    78.3    74.4   106.4   119.6   197.4   223.3   236.6   247.9   260.5   275.8   304.9   396.0   968.1  1879.8  14088.2    14085
read      368.4   401.6    63.8   112.7   128.9   248.0   335.2   413.1   479.5   563.2   686.8  1011.2  2139.9  3796.8  7935.9  94052.4    94103
read      266.0   178.0    63.8    99.0   110.3   240.4   302.1   335.5   359.3   387.0   422.0   482.9  1009.3  1940.6  2689.6  57969.0    58175
read      296.1   263.9    63.8   120.5   137.7   251.3   309.9   344.6   372.9   410.3   464.5   551.8  1166.9  3412.0  7629.5 151118.6   151312
read      278.4   230.7    63.8   102.4   114.4   225.4   296.8   342.2   376.7   417.5   472.3   571.0  1232.3  2528.5  4882.8  83185.8    83333
read      329.6   241.8    63.8   133.1   153.8   283.8   349.6   395.7   435.4   487.1   549.1   636.1   852.9  3360.1  5608.8 165178.4   165153
read      227.8   159.9    63.8   105.7   117.2   198.3   247.5   276.1   296.4   320.1   350.9   401.6   653.8  2242.0  3686.8 123934.2   123975
read      232.4   112.5    68.9   102.6   114.7   225.4   265.1   285.8   300.1   317.1   339.3   373.1   497.9  1419.0  1869.0  28665.8    28449
read      207.5    88.8    74.4   106.1   119.5   203.3   230.0   245.0   255.4   268.6   285.3   312.6   400.1  1128.7  3058.1  14908.2    14903
read      238.5   135.1    68.9   102.2   114.6   229.3   272.4   294.5   310.2   327.9   349.7   386.4   537.5  1569.6  4310.5  31066.6    31189
read      249.0   134.0    63.8   100.8   112.8   236.0   287.2   313.8   332.7   354.2   380.7   423.1   657.0  1469.8  2714.2  40553.6    40636
read      312.7   311.9    63.8   104.8   117.9   239.3   317.8   368.1   404.1   448.7   515.6   685.8  1695.6  3402.7  7639.9  80533.8    80574
read      343.6   246.9    68.9   138.3   161.0   296.8   359.6   402.8   443.9   497.4   562.2   651.3  1332.0  3295.3  4965.9 168882.6   168820
read      324.3   208.8    63.8   133.4   154.9   282.4   345.5   390.4   429.3   482.6   547.7   633.4   807.2  2405.2  6388.4 162735.8   162621
read      218.6   166.7    63.8   101.5   111.8   193.4   243.7   272.2   292.3   315.1   344.2   391.2   540.3  1419.8  7497.1 101544.0   101621
read      262.4   171.2    68.9    99.9   111.4   239.8   301.3   334.3   357.8   384.6   418.0   472.0   852.2  1699.6  4230.6  58566.6    58592
read      320.1   269.6    68.9   125.2   143.5   269.8   334.8   374.7   408.5   454.4   517.8   615.7  1431.4  3430.2  7099.1 153059.0   153042
read      214.9   121.2    63.8   101.8   112.1   190.6   238.9   267.0   286.9   309.8   338.2   382.1   544.9  1415.4  3051.9 112111.8   112238
read      305.6   190.7    68.9   123.8   141.5   264.2   333.4   380.8   421.4   469.2   524.4   597.8   760.1  2090.5  3594.7 160494.8   160265
read      252.6   143.6    63.8   100.0   111.2   234.0   292.2   323.0   345.7   372.0   404.0   457.1   688.9  1443.9  2495.8  57052.2    57109
read      301.5   277.0    68.9   105.8   118.5   231.1   310.7   368.9   409.9   457.1   521.9   639.9  1555.1  2798.8  7488.7  88600.2    88551
read      189.2   173.0    68.9   107.3   118.0   179.0   200.0   212.3   221.1   231.9   247.4   272.4   391.6  1471.4  7423.1   8431.8     8385
read      242.2   119.5    68.9   101.9   114.4   233.0   278.9   302.6   318.5   337.8   362.0   398.8   581.5  1357.9  2282.3  33928.4    34088
read      278.9   378.3    63.8   105.7   117.9   210.7   264.2   294.7   317.0   344.2   384.3   478.8  1975.7  4859.8  7979.5 113305.0   113600
read      221.9   138.6    63.8   105.8   117.4   195.7   242.4   270.1   289.7   312.6   341.5   389.1   587.7  1580.8  2961.4 131632.8   131842
read      213.5   124.2    63.8   100.9   111.3   188.5   236.4   265.0   285.0   307.7   335.9   378.4   528.7  1445.9  2786.0 111845.0   112066
read      266.3   217.5    63.8    99.1   110.3   225.8   291.9   328.2   354.6   386.4   428.0   505.8  1193.5  2485.0  4164.6  72572.6    72585
read      243.9   244.2    63.8   107.9   120.2   205.2   253.7   281.7   301.8   325.1   356.6   409.7  1084.5  3387.6  6979.7 133925.8   133669
read      198.7    75.0    68.9   108.8   121.9   194.2   217.6   230.8   240.5   252.2   268.7   295.0   380.2  1003.2  1630.0  11797.8    11820
read      202.9   119.5    68.9   107.8   121.0   197.4   221.5   234.6   245.4   257.6   273.6   301.2   407.5  1018.6  3075.5  12617.4    12639
read      272.7   328.7    63.8   104.8   116.8   209.0   262.2   292.7   315.2   342.9   382.3   486.6  1663.1  3500.2  7827.4 118533.4   118548
read      292.9   179.3    68.9   122.9   140.1   255.2   321.2   364.9   399.0   440.5   491.8   563.8   725.9  1770.0  3760.4 165574.4   165754
read      275.7   237.8    63.8   102.6   114.4   220.7   289.3   333.5   368.7   411.2   469.4   570.7  1279.3  2525.5  4176.4  86713.4    86823
read      214.0    84.3    68.9   105.5   118.8   210.8   239.1   254.0   265.8   279.0   296.2   325.7   423.7  1128.0  1684.3  16958.0    16898
read      254.4   281.5    63.8   105.1   116.8   203.0   253.5   282.5   303.4   328.5   363.5   434.0  1545.7  3409.5  7531.6 123196.0   123124
read      263.8   206.6    63.8    98.4   109.7   227.5   294.0   330.8   357.1   387.8   426.4   496.7  1066.2  2367.3  3707.4  72280.4    72278
read      252.2   154.4    63.8    98.1   109.4   235.3   288.7   317.0   337.2   360.4   390.0   435.9   777.7  1742.9  2755.4  47812.2    47757
read      258.0   166.3    59.1    98.0   109.0   234.2   295.1   328.1   351.5   379.0   413.5   470.2   884.2  1767.2  2984.2  60537.0    60510
read      226.9   103.3    63.8   102.3   114.7   222.3   258.9   277.8   291.5   307.5   327.3   359.8   465.6  1179.4  2414.6  25138.0    25237
read      365.5   725.7    59.1   112.5   128.7   243.7   320.3   392.1   458.7   549.0   684.2  1016.6  1922.1  3681.5 44705.1  97742.2    97783
read      228.9   228.8    63.8   101.9   112.5   192.3   241.4   269.8   290.0   313.3   342.6   392.5   828.4  3398.5  7386.1 118992.0   118966
read      205.0    80.2    68.9   104.5   117.2   201.0   228.2   242.8   253.2   266.3   282.6   310.3   402.3   864.0  1988.3  16570.0    16631
read      190.8    79.5    74.4   105.1   117.3   185.7   208.2   220.4   229.6   240.4   255.2   283.1   373.0  1101.9  2482.8  11746.4    11743
read      284.7   335.2    59.1   104.4   116.2   212.0   266.7   298.1   320.9   350.2   395.2   582.2  1701.5  3488.0  7595.8 114932.4   115026
read      213.9   124.5    63.8   102.4   112.8   188.7   235.4   263.7   283.2   305.8   334.2   376.1   538.4  1445.7  2857.5 122455.6   122371
read      179.1   144.7    74.4   106.7   116.9   171.7   191.2   201.3   209.8   218.7   232.1   254.1   339.0  1094.7  9595.2   7197.0     7198
read      223.5   127.6    63.8   100.6   112.2   217.2   252.2   270.5   283.7   298.3   317.6   350.3   496.0  1464.8  3866.8  24864.0    25022
read      300.4   262.9    68.9   122.0   139.7   256.9   318.2   356.1   385.3   422.1   470.9   548.8   962.6  3442.6  7488.1 157623.2   157513
read      311.9   206.4    63.8   123.7   141.5   265.4   336.0   385.2   426.9   478.0   541.3   630.5   845.1  2034.1  5454.4 171960.2   171975
read      292.3   186.8    63.8   123.7   141.6   254.1   315.2   354.1   386.4   428.5   487.6   576.3   753.4  1959.1  4935.3 154842.0   154918
read      226.6   144.5    59.1   107.6   119.4   199.9   247.7   274.9   294.6   317.6   347.3   398.9   616.9  1663.0  2780.1 139162.2   139185
read      256.0   153.4    63.8   114.4   128.9   224.6   279.8   311.6   335.5   365.9   408.2   487.3   682.7  1737.3  3005.5 152479.2   152724
read      211.9    97.0    68.9   101.7   113.6   208.7   237.9   253.8   265.6   278.5   295.3   321.5   416.4  1227.9  2507.8  20880.0    20845
read      270.1   279.9    63.8   109.8   123.1   219.8   272.9   302.8   324.8   353.4   395.9   493.2  1524.0  3448.4  7485.6 140354.6   140348
read      281.2   242.9    63.8   102.2   114.2   222.3   292.5   339.1   376.3   420.9   482.6   592.7  1346.8  2615.8  4125.2  88684.8    88725
read      251.8   240.6    63.8   107.6   119.7   207.7   259.3   288.8   310.1   336.1   371.5   443.5  1421.9  3144.8  6394.4 134088.2   134088
read      252.1   168.1    63.8    97.7   108.2   226.7   287.3   320.3   344.4   372.9   409.1   469.7   818.4  1798.0  3039.8  66104.4    66126
read      274.1   214.8    63.8    99.9   111.5   230.7   303.4   345.1   375.0   408.9   453.7   533.2  1167.5  2282.8  4109.7  78130.8    78214
read      254.7   165.1    63.8    97.7   108.5   236.7   293.3   323.6   345.0   369.8   400.3   450.6   773.6  1768.7  3817.2  54867.8    55191
read      253.4   158.5    63.8    98.0   108.8   236.1   293.1   323.2   344.5   368.8   398.3   444.3   722.7  1723.3  3676.2  54074.6    54081
read      250.6   269.1    63.8   101.8   112.7   198.5   250.3   279.9   301.0   325.8   360.3   430.6  1546.0  3194.7  7286.1 112409.6   112478
read      310.5   209.5    68.9   130.6   150.1   268.2   332.0   377.1   417.9   468.8   528.8   606.7   776.6  1955.0  4546.8 179557.8   179666
read      226.8   277.5    63.8   102.4   113.5   199.6   248.9   275.7   294.9   317.1   345.8   395.0   600.0  1742.7 18867.6 100469.4   100584
read      220.9   137.5    63.8   104.4   115.6   194.3   241.4   269.2   289.1   312.2   341.3   389.0   613.1  1703.9  3203.3 127903.6   127920
read      209.0   405.6    68.9   108.4   118.5   175.2   196.2   207.9   216.5   228.1   244.8   280.3   861.1  8424.1 11666.2   6612.4     6594
read      252.4   209.0    68.9   102.5   115.1   229.4   268.7   290.1   305.6   323.3   349.0   402.8  1057.0  2626.9  7386.3  24834.4    25020
read      322.0   453.3    63.8   112.1   127.4   235.5   292.9   325.6   350.9   384.5   435.8   593.6  2997.6  5327.4  8034.9 129376.8   129587
read      196.2    76.5    68.9   108.1   120.4   190.8   214.9   228.2   237.2   249.9   266.4   292.1   371.2  1106.9  1552.2  10320.2    10277
read      282.4   284.2    63.8   117.2   132.7   234.9   290.3   321.5   346.0   378.4   427.3   528.4  1294.2  3433.0  8058.9 148108.2   148458
read      261.8   193.2    63.8    98.4   109.4   231.2   295.0   329.9   355.2   385.0   422.1   487.0   975.0  2303.9  4170.9  65975.6    66114
read      259.0   161.3    63.8    98.6   110.1   242.0   298.6   328.8   349.6   373.9   403.9   455.7   777.4  1721.8  3618.0  49240.0    49261
read      296.8   329.2    68.9   111.2   125.4   227.2   283.2   316.3   341.9   375.5   431.9   594.8  1692.6  3572.0  7622.1 132918.2   133049
read      203.0    93.0    63.8    99.2   109.3   186.0   234.3   260.4   277.2   295.4   317.5   349.7   419.2   569.0  2616.0 106714.0   106628
read      198.8    69.7    63.8   105.8   118.2   198.2   222.9   235.2   245.4   256.3   271.6   295.3   356.4   522.6  2508.5  23615.2    23498
read      202.2    84.4    59.1    98.6   108.3   186.7   234.7   260.2   277.0   295.4   317.4   348.6   412.5   520.4  1317.6 103349.8   103564
read      232.5    96.9    63.8   119.0   133.3   216.7   260.4   285.5   303.4   323.7   350.2   392.7   492.5   709.0  1851.9 161896.4   161774
read      206.0    72.9    63.8   102.7   113.8   207.0   237.3   252.9   264.3   276.5   293.4   319.5   381.2   504.5  1433.9  39110.2    39037
read      228.3    93.5    63.8   117.0   130.9   212.9   256.0   280.4   297.4   317.7   343.7   385.3   484.3   680.4  1759.5 163914.4   163622
read      204.6    90.9    63.8   103.6   114.3   187.5   231.7   257.2   274.6   294.1   317.2   350.3   420.3   595.9  1866.0 132287.8   132405
read      203.7    86.6    63.8   103.5   114.1   186.5   230.6   256.2   273.7   293.4   316.5   349.4   419.0   568.8  2383.3 131682.2   131596
read      278.6   130.5    68.9   128.3   145.1   251.8   312.7   349.3   377.1   410.8   453.9   514.8   628.7   788.7  2058.5 174405.0   174543
read      202.0    87.3    63.8    97.1   106.9   189.5   236.9   260.1   274.6   291.8   313.0   343.8   406.0   517.4  2105.5  90722.2    90567
read      202.4    89.1    63.8   100.6   110.7   185.6   232.5   258.4   275.2   293.7   315.5   346.2   412.7   563.9  2171.3 116298.2   116582
read      180.6    58.3    68.9   107.9   119.2   177.9   197.9   209.0   216.7   226.8   239.1   261.2   316.1   498.4  2596.5  13903.2    13888
read      200.9    84.0    59.1   100.5   110.5   184.5   231.2   256.6   273.3   291.7   313.4   344.0   406.8   535.6  1165.9 119079.4   119224
read      222.4    94.7    68.9   114.9   128.3   206.8   249.5   273.7   291.0   310.8   335.6   372.5   462.0   705.6  1696.4 156470.2   156471
read      231.5    98.8    63.8   117.7   131.8   215.6   259.7   284.5   302.0   322.1   349.0   392.7   496.1   709.0  1944.2 163956.4   164013
read      207.7    92.2    59.1   101.9   113.1   208.2   240.0   256.0   267.7   280.8   296.8   322.2   385.5   521.1  4023.6  41910.4    41909
read      202.5    86.4    63.8   102.4   112.6   185.6   230.9   256.5   273.9   293.2   315.8   346.8   413.3   545.0   929.2 128168.6   128280
read      201.0    85.3    63.8    98.3   108.2   184.9   232.4   258.2   274.7   293.2   315.4   346.8   412.9   532.4  1640.7 106893.4   107066
read      208.6    75.0    63.8   101.4   112.4   209.1   243.3   260.5   272.3   286.9   304.8   332.0   390.8   492.7   633.9  46230.6    46119
read      179.0   115.9    74.4   108.8   119.8   174.5   194.3   204.9   212.8   221.8   233.8   254.4   308.2   508.2  6698.2  10165.4    10227
read      178.9    61.8    68.9   108.6   120.1   175.8   195.9   206.6   214.7   224.4   235.8   256.6   311.1   506.6  1590.5  10882.6    10870
read      208.4    88.6    63.8   107.6   118.8   192.4   233.9   258.5   275.2   294.7   318.1   353.0   426.4   663.5  1610.2 146467.6   146664
read      195.1    58.0    63.8   108.0   120.7   194.5   217.5   230.1   239.0   250.3   265.4   289.0   341.4   467.8   795.0  19851.0    19865
read      202.8    89.1    63.8   100.4   110.5   185.8   233.1   259.4   276.8   295.5   317.8   349.5   414.3   550.0  2467.8 113528.0   113409
read      210.9   156.7    63.8    98.5   108.9   201.1   247.8   269.6   284.4   300.5   320.0   349.9   412.5   512.4 10795.9  70762.4    70623
read      212.4   101.3    63.8   100.8   111.8   209.9   248.7   267.7   280.9   295.6   314.6   342.6   402.6   534.4  2354.9  52712.2    52633
read      201.8    85.0    63.8    98.5   108.4   186.2   234.3   259.8   276.2   294.3   316.2   347.2   410.5   512.2  1366.6 104673.6   104630
read      211.3    84.2    59.1   102.6   114.1   211.2   245.1   262.7   274.2   288.6   306.2   333.2   393.6   518.0  2165.8  42580.6    42594
read      204.3   136.6    63.8    97.8   107.7   189.1   237.2   262.4   278.8   296.6   318.3   350.3   414.4   511.0  3899.9  95138.6    95196
read      213.1   199.1    63.8    99.7   111.0   208.5   245.7   264.5   277.2   292.7   312.0   340.7   401.7   535.0 11679.8  52285.6    52243
read      210.9    81.1    63.8   104.1   115.8   211.4   242.7   259.1   270.5   284.2   300.8   326.7   390.1   518.2  2244.4  36929.8    37031
read      215.0   221.5    63.8   104.1   116.0   213.2   247.1   264.3   275.5   289.7   306.9   333.0   393.9   504.2  3932.5  39844.4    39878
read      203.2   129.3    63.8    99.7   109.8   186.4   233.4   259.1   275.9   294.8   317.4   349.7   414.4   525.9  3018.0 110735.2   110750
read      192.1   401.3    74.4   107.3   118.1   170.7   190.4   200.3   208.4   217.3   230.5   252.5   318.2  9290.2 11732.0   8204.8     8231
read      209.0    83.6    59.1    99.0   109.5   205.2   246.8   265.8   278.5   293.8   313.4   342.6   407.8   519.7  1756.4  63673.2    63638

