Timestamp start: 1747055629297
Timestamp end: 1747056469646

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      196.1    89.1    74.4   118.7   133.1   183.4   205.1   218.5   229.4   242.3   260.4   294.3   464.9  1119.1  1981.5  12932.6    12884
read      238.5   133.3    68.9   104.8   115.7   218.1   274.0   301.2   318.6   338.1   363.0   404.3   668.5  1516.4  2475.0  45460.8    45621
read      231.8   124.1    68.9   106.2   117.4   214.6   265.2   288.5   304.3   321.2   343.8   384.2   603.6  1410.1  2726.6  37034.8    36938
read      245.1   146.6    68.9   103.5   113.7   218.6   280.4   312.2   333.3   356.7   386.1   438.4   754.9  1478.5  2509.7  56726.4    56902
read      221.5   154.9    63.8   101.3   110.4   183.8   240.7   274.5   297.6   324.4   360.3   424.0   662.2  1854.4  3419.4 102140.0   102243
read      197.9   101.3    74.4   116.4   131.5   185.5   208.2   222.7   233.3   246.6   263.8   294.0   447.4   940.4  3674.5  14209.8    14085
read      263.6   222.9    68.9   104.4   114.8   208.7   283.7   328.9   359.0   391.4   432.1   507.3  1234.8  2520.5  4616.4  94037.6    94103
read      248.0   160.5    68.9   103.8   114.2   219.5   281.6   314.5   336.1   360.2   390.8   447.1   796.0  1736.8  3830.9  57963.6    58175
read      248.3   251.5    68.9   108.7   119.9   197.7   242.5   269.9   290.9   317.5   357.4   458.8  1405.6  3155.2  6282.2 151215.2   151312
read      242.0   156.6    68.9   102.3   111.8   202.9   272.4   311.4   338.1   368.1   403.8   464.9   776.4  1561.7  3104.7  83585.4    83333
read      234.9   211.2    68.9   112.0   124.1   198.0   239.3   264.7   283.6   307.3   340.3   403.7  1050.0  3221.8  5743.7 165099.6   165153
read      201.3   117.5    63.8   100.4   109.4   172.9   217.1   247.5   269.3   293.4   321.7   366.8   539.3  1171.0  3066.4 123698.6   123975
read      217.3    97.6    74.4   107.8   119.4   202.5   244.7   265.0   277.9   293.2   313.5   345.8   538.8  1064.4  1742.7  28436.6    28449
read      197.2    81.1    80.4   115.5   130.5   185.4   209.3   224.2   234.7   248.4   266.4   296.5   460.2   926.2  1273.0  14884.6    14903
read      222.4   121.0    74.4   107.0   118.5   206.4   253.6   273.6   287.5   303.1   322.7   358.3   509.7  1465.3  3121.2  31270.8    31189
read      230.2   143.9    68.9   104.9   115.5   211.8   265.1   289.8   306.2   323.6   345.2   381.8   585.5  1258.2  4628.4  40686.6    40636
read      256.5   209.7    68.9   102.1   111.9   209.8   282.6   322.9   349.2   378.4   415.6   484.1  1073.9  2360.0  4985.5  80579.8    80574
read      227.9   198.3    68.9   110.4   121.7   192.8   232.0   255.4   273.0   294.6   324.0   379.1  1235.2  2611.3  3997.5 168750.8   168820
read      213.8   139.0    63.8   109.1   119.6   185.9   225.7   250.9   270.0   293.1   323.3   374.1   606.2  1921.9  3052.9 162449.2   162621
read      201.3   112.4    68.9    99.2   107.8   174.4   223.1   254.5   274.8   296.6   322.3   362.7   490.6  1157.0  3369.7 101819.6   101621
read      241.2   150.1    68.9   102.3   112.0   213.4   274.8   307.4   328.9   352.2   381.4   431.0   787.3  1541.5  2191.3  58723.8    58592
read      243.1   258.4    68.9   107.4   118.5   194.0   235.8   261.4   280.4   304.8   339.1   415.4  1441.6  3353.4  7096.9 152927.4   153042
read      203.1   114.7    68.9    99.9   108.8   174.4   221.0   252.2   273.6   297.1   325.9   370.3   542.0  1254.3  2213.9 112133.4   112238
read      206.6   134.6    68.9   106.1   116.5   181.0   219.2   244.0   262.8   285.0   313.5   359.3   536.6  1687.7  4090.0 160077.6   160265
read      236.5   146.1    68.9   102.7   112.4   210.5   269.2   299.8   320.9   344.4   372.5   420.6   679.7  1566.8  4132.8  56992.8    57109
read      252.0   175.1    68.9   102.9   112.9   206.0   282.3   326.2   355.2   386.0   423.9   489.7   914.9  1679.9  3435.6  88130.8    88551
read      187.8   106.1    80.4   125.5   136.6   175.0   191.8   201.5   210.6   221.2   237.8   272.5   443.1  1257.1  3469.2   8333.6     8385
read      229.0   111.5    74.4   107.1   118.6   210.9   261.1   283.5   298.4   316.5   340.3   383.7   594.1  1260.4  1920.0  33939.4    34088
read      235.3   193.3    68.9   103.4   113.4   188.7   242.8   277.2   302.8   334.6   380.0   474.9   912.0  2482.9  3912.4 113222.8   113600
read      209.1   125.2    68.9   102.3   112.0   178.9   223.7   253.3   274.5   299.3   330.8   381.6   624.9  1374.9  2936.6 132099.2   131842
read      205.9   126.0    68.9   100.5   109.6   176.9   224.2   255.7   277.0   300.4   329.8   375.2   548.5  1232.2  4242.3 112177.8   112066
read      235.4   156.9    68.9   101.7   111.4   204.2   267.1   299.8   323.0   349.3   382.8   435.3   666.4  1446.9  5642.8  72530.4    72585
read      225.3   195.1    63.8   102.6   112.4   182.0   226.7   256.9   279.7   307.4   344.2   428.7  1052.8  2293.1  4227.4 133651.2   133669
read      199.2   130.8    80.4   121.7   136.2   183.9   203.6   216.6   227.4   240.7   260.8   298.0   530.2  1262.7  4109.9  11764.8    11820
read      200.3   104.7    80.4   119.4   135.5   187.3   209.0   222.5   233.0   247.0   266.2   303.6   488.0  1106.3  2501.1  12680.6    12639
read      226.9   198.7    68.9   102.6   112.4   183.7   232.9   266.1   289.9   318.0   358.2   438.0   893.8  2526.2  5294.7 118242.0   118548
read      213.8   145.6    68.9   109.3   120.1   186.9   225.6   249.7   268.2   290.5   319.6   369.5   574.5  2111.7  3690.3 165678.0   165754
read      236.3   157.2    68.9   100.7   110.2   195.9   264.9   303.3   330.2   360.3   396.0   453.8   768.5  1602.5  3059.8  86797.4    86823
read      204.6    88.7    74.4   114.1   129.7   193.1   219.4   235.2   247.3   261.0   278.2   311.4   458.4  1117.4  2362.2  16921.8    16898
read      217.6   179.6    68.9   101.0   110.3   178.1   223.3   254.2   276.9   303.3   337.9   403.3   874.6  2383.1  3979.6 122976.2   123124
read      241.4   179.6    68.9   100.8   110.2   204.2   268.8   303.1   327.7   355.4   389.5   445.3   880.2  2136.3  3999.2  72399.2    72278
read      236.9   141.1    68.9   103.6   114.0   214.4   272.8   300.8   319.1   339.4   364.3   403.2   654.0  1457.6  3208.0  47814.0    47757
read      241.3   177.5    68.9   101.2   110.8   210.3   271.1   303.7   325.8   349.6   379.3   429.1   789.8  2294.3  4868.2  60479.2    60510
read      215.1   105.7    68.9   108.6   121.1   203.4   242.2   261.7   273.6   288.0   306.0   336.6   467.4   974.1  4087.0  25241.4    25237
read      259.4   280.3    63.8   101.9   112.3   201.6   276.4   323.7   354.9   388.2   429.2   501.6  1187.1  2372.1  7857.6  97603.2    97783
read      204.5   128.2    68.9   100.1   109.3   174.6   219.2   250.8   273.0   297.8   328.4   374.8   561.0  1359.4  3065.0 118946.8   118966
read      202.2   101.0    74.4   113.9   129.3   192.1   216.8   232.0   243.6   257.1   273.8   302.5   413.6  1180.1  2145.8  16648.0    16631
read      194.6    82.7    74.4   120.3   135.6   184.3   203.6   215.8   225.7   237.4   255.3   288.4   420.3   932.4  2383.6  11834.4    11743
read      218.5   177.5    68.9   101.2   110.6   180.0   228.1   261.0   284.3   311.3   346.3   412.4   712.1  2474.9  4737.1 114818.8   115026
read      207.0   113.4    68.9   101.7   110.9   177.8   223.4   254.5   276.7   302.0   333.6   385.5   578.8  1087.1  1975.0 122649.8   122371
read      189.9   108.2    80.4   127.3   137.8   175.7   192.6   201.9   211.1   222.0   239.8   276.8   504.2  1303.5  3468.5   7205.2     7198
read      216.8   104.8    74.4   108.7   121.1   204.9   243.6   262.9   274.7   289.8   309.3   342.0   477.6  1031.3  3113.8  24989.0    25022
read      243.5   245.2    68.9   110.1   122.2   199.4   242.2   268.0   287.7   312.6   347.8   428.8  1331.3  3309.4  6755.4 157445.6   157513
read      223.8   138.3    68.9   113.8   126.7   198.2   237.1   261.7   279.5   302.0   333.0   387.0   620.0  1828.4  2963.0 172043.8   171975
read      221.2   146.8    63.8   110.2   121.4   191.3   232.9   259.8   279.5   303.7   336.2   392.6   676.2  1829.2  3711.0 154877.4   154918
read      219.6   162.4    68.9   106.5   117.1   187.3   231.9   261.1   282.2   307.5   340.1   397.6   699.0  1678.2  4224.1 139149.0   139185
read      225.3   151.2    63.8   110.5   122.0   194.6   237.9   265.6   286.0   311.0   343.7   400.9   683.4  1994.2  3710.3 152840.2   152724
read      216.2    95.0    74.4   112.0   126.8   203.4   237.3   255.7   268.4   283.4   303.2   340.8   505.7  1095.7  1983.6  20820.2    20845
read      246.7   280.4    68.9   106.3   117.4   192.6   234.8   262.2   282.8   309.1   345.2   432.1  1518.7  3255.0  7637.6 140178.8   140348
read      250.5   197.2    68.9   102.8   112.9   201.7   272.3   312.1   340.4   373.0   415.4   488.9  1021.0  2337.0  4715.5  88572.6    88725
read      231.3   221.4    68.9   106.4   117.0   188.8   233.5   262.5   283.9   309.8   343.3   404.3  1186.3  3144.8  6817.6 133933.6   134088
read      244.6   175.8    63.8   101.7   111.5   211.9   276.6   311.1   334.6   360.6   392.5   447.2   791.1  1759.4  5637.4  66229.8    66126
read      253.6   184.8    68.9   101.7   111.6   212.2   285.7   325.8   352.6   381.8   417.4   476.6   935.3  1991.3  4311.3  78228.4    78214
read      247.9   181.8    68.9   102.2   112.3   217.4   277.2   308.8   330.6   354.7   384.9   435.6   886.1  2157.0  3890.4  55201.4    55191
read      241.7   178.6    68.9   101.6   111.4   214.1   271.6   301.7   322.6   346.0   375.2   423.7   804.2  2128.1  7148.9  53876.6    54081
read      220.5   165.2    63.8   101.7   111.2   181.9   231.0   264.7   288.7   316.5   353.7   423.4   722.3  2104.7  4420.5 112420.6   112478
read      235.4   149.5    68.9   121.0   135.6   212.1   250.2   272.8   290.4   311.8   341.1   393.2   606.2  2145.4  3487.7 179609.0   179666
read      208.0   115.1    68.9   101.9   110.9   181.1   230.7   263.4   284.3   307.2   334.7   374.3   511.5  1084.9  3269.3 100824.8   100584
read      214.6   141.6    68.9   104.1   114.0   182.5   227.2   257.7   279.5   305.1   337.4   390.9   677.4  1649.4  3425.2 128057.2   127920
read      185.1    82.4    80.4   129.3   139.3   173.6   189.6   198.9   206.0   214.9   229.3   259.8   402.7  1058.7  2369.7   6613.6     6594
read      222.7   130.2    68.9   109.4   123.2   207.6   244.8   266.6   281.3   297.7   320.0   356.2   508.0  1271.6  5366.7  25051.2    25020
read      261.4   343.1    68.9   106.7   117.7   196.2   241.3   268.6   289.5   315.8   354.1   459.1  1829.7  4119.2  7848.7 129623.0   129587
read      213.0   196.2    74.4   122.1   138.3   187.8   209.6   223.6   234.8   251.0   272.7   317.1   779.9  2788.5  7749.8  10332.8    10277
read      292.4   372.1    68.9   114.9   129.4   219.8   262.1   288.1   309.4   338.5   387.3   602.6  1802.3  4279.3  7975.5 148347.6   148458
read      254.4   249.8    68.9   102.4   112.3   210.6   272.8   305.2   329.1   357.3   394.2   463.7  1061.2  3483.8  7537.7  65858.4    66114
read      248.9   164.8    68.9   103.1   113.9   223.0   283.6   313.8   334.2   356.8   385.4   435.8   756.4  1710.1  4258.6  49002.6    49261
read      257.0   293.3    68.9   107.3   118.6   197.7   244.1   272.0   293.3   319.9   360.6   472.2  1548.0  3454.5  7499.6 132730.0   133049
read      214.3   122.5    63.8   102.2   111.6   184.3   234.4   267.5   289.6   314.3   344.9   397.5   596.2  1150.2  2750.0 106516.2   106628
read      235.0   118.8    68.9   110.8   125.6   217.7   261.4   282.7   297.3   316.8   342.2   391.2   597.4  1298.9  3884.5  23443.2    23498
read      231.0   179.7    68.9   103.1   112.9   189.4   243.6   278.5   302.6   331.8   372.1   450.0   796.9  2414.8  3831.5 103510.8   103564
read      226.1   140.2    68.9   113.5   125.8   198.2   240.5   267.7   287.8   312.5   345.0   403.3   631.4  1538.8  4189.8 161839.0   161774
read      213.7    89.5    68.9   107.9   119.0   207.4   238.2   255.8   268.7   283.9   304.6   342.0   482.6   925.0  1734.9  38878.0    39037
read      210.6    96.0    68.9   111.1   122.5   189.3   228.5   253.9   273.0   295.5   324.2   368.8   483.3   876.4  2101.6 163669.2   163622
read      200.6   111.7    68.9   103.3   112.7   176.8   218.0   247.1   268.4   291.7   318.8   360.1   461.5   784.2  3363.9 132715.4   132405
read      202.4   103.2    68.9   103.1   112.6   177.3   219.4   248.8   270.2   293.6   321.6   365.3   489.5  1034.0  2419.5 131560.6   131596
read      233.6   124.9    68.9   119.6   133.4   208.7   248.7   273.2   292.2   315.9   348.5   410.0   663.6  1397.2  2874.0 174854.2   174543
read      202.9   100.4    68.9   100.5   109.5   182.7   231.5   260.2   278.0   296.7   319.2   355.2   441.8   736.0  2331.4  90590.6    90567
read      198.0    90.7    68.9   100.9   110.0   175.2   219.2   249.4   270.3   292.4   317.9   355.1   435.6   644.9  1717.1 116503.0   116582
read      190.7    61.8    68.9   122.6   138.2   186.0   202.5   212.5   219.0   229.1   242.3   268.3   334.5   770.3  2578.6  13875.0    13888
read      199.2    96.4    63.8   102.0   111.1   176.0   219.5   249.7   270.8   293.2   319.1   357.6   447.1   660.8  2258.0 119376.2   119224
read      206.4   120.5    68.9   109.0   119.4   184.7   223.8   249.7   268.9   291.6   319.9   363.7   466.7   768.9  3421.6 156551.0   156471
read      208.8    93.8    68.9   111.4   122.6   188.6   226.8   251.4   269.9   291.9   319.3   363.5   468.7   769.7  2308.8 163885.6   164013
read      202.3    77.9    68.9   105.9   116.1   201.9   229.6   244.8   255.5   268.7   285.3   311.0   373.3   599.5  2337.0  41960.8    41909
read      200.8   100.1    68.9   103.7   113.2   177.6   219.1   248.7   270.2   293.4   320.6   361.0   453.7   691.7  1706.7 128443.2   128280
read      200.0    91.2    68.9   101.6   110.5   177.7   223.8   254.2   274.0   294.8   319.2   355.8   438.6   649.1  1835.9 107163.2   107066
read      203.3    78.1    68.9   104.9   114.9   202.4   232.6   249.2   260.8   273.2   290.4   316.5   382.5   650.0  1884.1  46026.8    46119
read      188.0    68.7    80.4   128.3   141.6   181.8   197.4   206.3   213.3   221.5   233.7   258.3   332.9   790.3  2182.2  10215.0    10227
read      195.2   116.1    74.4   128.3   142.3   186.4   203.2   213.3   220.2   230.4   245.7   276.9   375.4   873.1  3946.0  10833.2    10870
read      207.1    96.2    68.9   107.3   117.6   183.3   224.4   252.2   272.7   296.5   326.5   371.2   500.9   848.7  1592.3 146167.8   146664
read      198.0    65.0    68.9   117.5   133.0   193.6   213.0   223.9   232.2   243.8   260.2   289.6   372.4   735.3  1750.5  19938.6    19865
read      201.8   102.1    68.9   102.3   111.4   177.6   222.9   253.6   274.4   296.5   321.9   361.2   460.4   744.2  3125.7 113353.6   113409
read      206.7    93.8    63.8   102.5   111.8   194.6   240.1   263.2   277.5   293.5   314.3   345.8   439.8   690.5  1430.5  70402.2    70623
read      209.6   102.3    68.9   104.7   114.9   204.4   239.3   257.9   270.5   285.6   305.0   338.6   436.7   776.4  2562.4  52568.4    52633
read      203.1    97.9    68.9   101.3   110.3   179.7   227.4   258.0   277.7   298.5   323.8   363.4   469.4   777.9  2349.1 104723.0   104630
read      209.1    93.5    68.9   107.4   117.9   206.3   234.7   251.2   263.4   276.8   295.4   327.8   421.5   702.5  2727.7  42422.2    42594
read      201.2    88.8    68.9   100.8   109.9   180.6   228.5   257.4   275.9   295.2   318.0   352.8   438.2   689.9  1389.4  95301.8    95196
read      210.8    85.6    68.9   105.3   115.5   206.0   241.7   260.7   273.2   288.6   308.5   341.7   444.1   696.2  1434.5  52169.4    52243
read      204.2   110.3    68.9   108.2   118.9   203.8   229.5   244.0   254.4   267.3   283.3   309.5   372.3   578.1  2798.1  37023.2    37031
read      205.5    98.5    68.9   107.1   117.7   203.9   231.1   246.5   257.5   270.7   288.6   317.3   396.4   630.7  4088.0  39899.2    39878
read      196.8    97.3    63.8   100.2   109.0   174.4   219.2   248.8   269.1   290.1   314.7   349.6   432.7   625.7  1682.7 110609.8   110750
read      174.9    85.5    80.4   125.7   135.3   167.6   181.0   188.8   195.7   202.7   214.5   234.3   306.2   786.2  4504.4   8174.6     8231
read      197.3    87.9    63.8   101.6   110.9   190.0   228.5   247.0   259.6   273.2   290.9   317.7   388.2   615.5  1510.2  63563.2    63638

